,movieId,title,genres,imdbId,tmdbId
128,130,Angela (1995),Drama,112364.0,32622.0
129,131,Frankie Starlight (1995),Drama|Romance,113107.0,73067.0
130,132,Jade (1995),Thriller,113451.0,11863.0
131,133,Nueba Yol (1995),Comedy|Drama,114015.0,55475.0
132,134,Sonic Outlaws (1995),Documentary,114500.0,124636.0
133,135,Down Periscope (1996),Comedy,116130.0,9101.0
134,136,From the Journals of Jean Seberg (1995),Documentary,113125.0,123360.0
135,137,Man of the Year (1995),Documentary,113756.0,5757.0
136,138,"Neon Bible, The (1995)",Drama,113952.0,39428.0
137,139,Target (1995),Action|Drama,114618.0,124639.0
138,140,Up Close and Personal (1996),Drama|Romance,118055.0,9302.0
139,141,"Birdcage, The (1996)",Comedy,115685.0,11000.0
140,142,Shadows (Cienie) (1988),Drama,94878.0,525153.0
141,143,Gospa (1995),Drama,113200.0,249882.0
142,144,"Brothers McMullen, The (1995)",Comedy,112585.0,16388.0
143,145,Bad Boys (1995),Action,112442.0,9737.0
144,146,"Amazing Panda Adventure, The (1995)",Adventure|Children's,112342.0,30765.0
145,147,"Basketball Diaries, The (1995)",Drama,112461.0,10474.0
146,148,"Awfully Big Adventure, An (1995)",Drama,112427.0,22279.0
147,149,Amateur (1994),Crime|Drama|Thriller,109093.0,30157.0
148,150,Apollo 13 (1995),Drama,112384.0,568.0
149,151,Rob Roy (1995),Drama|Romance|War,114287.0,11780.0
150,152,"Addiction, The (1995)",Horror,112288.0,34996.0
151,153,Batman Forever (1995),Action|Adventure|Comedy|Crime,112462.0,414.0
152,154,Belle de jour (1967),Drama,61395.0,649.0
153,155,Beyond Rangoon (1995),Drama|War,112495.0,1873.0
154,156,Blue in the Face (1995),Comedy,112541.0,5894.0
155,157,Canadian Bacon (1994),Comedy|War,109370.0,1775.0
156,158,Casper (1995),Adventure|Children's,112642.0,8839.0
157,159,Clockers (1995),Drama,112688.0,20649.0
158,160,Congo (1995),Action|Adventure|Mystery|Sci-Fi,112715.0,10329.0
159,161,Crimson Tide (1995),Drama|Thriller|War,112740.0,8963.0
160,162,Crumb (1994),Documentary,109508.0,26564.0
161,163,Desperado (1995),Action|Romance|Thriller,112851.0,8068.0
162,164,Devil in a Blue Dress (1995),Crime|Film-Noir|Mystery|Thriller,112857.0,8512.0
163,165,Die Hard: With a Vengeance (1995),Action|Thriller,112864.0,1572.0
164,166,"Doom Generation, The (1995)",Comedy|Drama,112887.0,13552.0
165,167,Feast of July (1995),Drama,113044.0,259209.0
166,168,First Knight (1995),Action|Adventure|Drama|Romance,113071.0,6520.0
167,169,Free Willy 2: The Adventure Home (1995),Adventure|Children's|Drama,113114.0,9073.0
168,170,Hackers (1995),Action|Crime|Thriller,113243.0,10428.0
169,171,Jeffrey (1995),Comedy,113464.0,17447.0
170,172,Johnny Mnemonic (1995),Action|Sci-Fi|Thriller,113481.0,9886.0
171,173,Judge Dredd (1995),Action|Adventure|Sci-Fi,113492.0,9482.0
172,174,Jury Duty (1995),Comedy,113500.0,19326.0
173,175,Kids (1995),Drama,113540.0,9344.0
174,176,Living in Oblivion (1995),Comedy,113677.0,9071.0
175,177,Lord of Illusions (1995),Horror,113690.0,8973.0
176,178,Love & Human Remains (1993),Comedy,107447.0,15730.0
177,179,Mad Love (1995),Drama|Romance,113729.0,47608.0
178,180,Mallrats (1995),Comedy,113749.0,2293.0
179,181,Mighty Morphin Power Rangers: The Movie (1995),Action|Children's,113820.0,9070.0
180,182,Moonlight and Valentino (1995),Drama|Romance,113851.0,68274.0
181,183,Mute Witness (1994),Thriller,110604.0,48787.0
182,184,Nadja (1994),Drama,110620.0,34574.0
183,185,"Net, The (1995)",Sci-Fi|Thriller,113957.0,1642.0
184,186,Nine Months (1995),Comedy,113986.0,11472.0
185,187,Party Girl (1995),Comedy,114095.0,36196.0
186,188,"Prophecy, The (1995)",Horror,114194.0,11980.0
187,189,Reckless (1995),Comedy,114241.0,58372.0
188,190,Safe (1995),Thriller,114323.0,32646.0
189,191,"Scarlet Letter, The (1995)",Drama,114345.0,10533.0
190,192,"Show, The (1995)",Documentary,114435.0,56088.0
191,193,Showgirls (1995),Drama,114436.0,10802.0
192,194,Smoke (1995),Drama,114478.0,10149.0
193,195,Something to Talk About (1995),Comedy|Drama|Romance,114496.0,18402.0
194,196,Species (1995),Horror|Sci-Fi,114508.0,9348.0
195,197,"Stars Fell on Henrietta, The (1995)",Drama,114534.0,139408.0
196,198,Strange Days (1995),Action|Crime|Sci-Fi,114558.0,281.0
197,199,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)",Drama|Musical,58450.0,5967.0
198,200,"Tie That Binds, The (1995)",Thriller,114666.0,79593.0
199,201,Three Wishes (1995),Drama,114663.0,47939.0
200,202,Total Eclipse (1995),Drama|Romance,114702.0,36834.0
201,203,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)",Comedy,114682.0,9090.0
202,204,Under Siege 2: Dark Territory (1995),Action,114781.0,3512.0
203,205,Unstrung Heroes (1995),Comedy|Drama,114798.0,52856.0
204,206,Unzipped (1995),Documentary,114805.0,77350.0
205,207,"Walk in the Clouds, A (1995)",Drama|Romance,114887.0,9560.0
206,208,Waterworld (1995),Action|Adventure,114898.0,9804.0
207,209,White Man's Burden (1995),Drama,114928.0,31611.0
208,210,Wild Bill (1995),Western,114938.0,65796.0
209,211,"Browning Version, The (1994)",Drama,109340.0,49805.0
210,212,Bushwhacked (1995),Comedy,112602.0,26258.0
211,213,Burnt By the Sun (Utomlyonnye solntsem) (1994),Drama,111579.0,50797.0
212,214,Before the Rain (Pred dozhdot) (1994),Drama,110882.0,19155.0
213,215,Before Sunrise (1995),Drama|Romance,112471.0,76.0
214,216,Billy Madison (1995),Comedy,112508.0,11017.0
215,217,"Babysitter, The (1995)",Drama|Thriller,112438.0,37141.0
216,218,Boys on the Side (1995),Comedy|Drama,112571.0,9382.0
217,219,"Cure, The (1995)",Drama,112757.0,6715.0
218,220,Castle Freak (1995),Horror,112643.0,18256.0
219,222,Circle of Friends (1995),Drama|Romance,112679.0,22625.0
220,223,Clerks (1994),Comedy,109445.0,2292.0
221,224,Don Juan DeMarco (1995),Comedy|Drama|Romance,112883.0,1909.0
222,225,Disclosure (1994),Drama|Thriller,109635.0,8984.0
223,226,Dream Man (1995),Thriller,112899.0,61813.0
224,227,Drop Zone (1994),Action,109676.0,4954.0
225,228,Destiny Turns on the Radio (1995),Comedy,112854.0,62488.0
226,229,Death and the Maiden (1994),Drama|Thriller,109579.0,10531.0
227,230,Dolores Claiborne (1994),Drama|Thriller,109642.0,11929.0
228,231,Dumb & Dumber (1994),Comedy,109686.0,8467.0
229,232,Eat Drink Man Woman (1994),Comedy|Drama,111797.0,10451.0
230,233,Exotica (1994),Drama,109759.0,20156.0
231,234,Exit to Eden (1994),Comedy,109758.0,18395.0
232,235,Ed Wood (1994),Comedy|Drama,109707.0,522.0
233,236,French Kiss (1995),Comedy|Romance,113117.0,397.0
234,237,Forget Paris (1995),Comedy|Romance,113097.0,10525.0
235,238,Far From Home: The Adventures of Yellow Dog (1995),Adventure|Children's,113028.0,27985.0
236,239,"Goofy Movie, A (1995)",Animation|Children's|Comedy|Romance,113198.0,15789.0
237,240,Hideaway (1995),Thriller,113303.0,27303.0
238,241,Fluke (1995),Children's|Drama,113089.0,21183.0
239,242,Farinelli: il castrato (1994),Drama|Musical,109771.0,10954.0
240,243,Gordy (1995),Comedy,113199.0,47867.0
241,244,Gumby: The Movie (1995),Animation|Children's,113234.0,43475.0
242,245,"Glass Shield, The (1994)",Crime|Drama,109906.0,72031.0
243,246,Hoop Dreams (1994),Documentary,110057.0,14275.0
244,247,Heavenly Creatures (1994),Drama|Fantasy|Romance|Thriller,110005.0,1024.0
245,248,Houseguest (1994),Comedy,110066.0,17207.0
246,249,Immortal Beloved (1994),Drama|Romance,110116.0,13701.0
247,250,Heavyweights (1994),Children's|Comedy,110006.0,14819.0
248,251,"Hunted, The (1995)",Action,113360.0,32631.0
249,252,I.Q. (1994),Comedy|Romance,110099.0,11777.0
250,253,Interview with the Vampire (1994),Drama|Horror,110148.0,628.0
251,254,Jefferson in Paris (1995),Drama,113463.0,87729.0
252,255,"Jerky Boys, The (1994)",Comedy,110189.0,18713.0
253,256,Junior (1994),Comedy|Sci-Fi,110216.0,6280.0
254,257,Just Cause (1995),Mystery|Thriller,113501.0,9061.0
255,258,"Kid in King Arthur's Court, A (1995)",Adventure|Children's|Comedy|Fantasy|Romance,113538.0,37108.0
256,259,Kiss of Death (1995),Crime|Drama|Thriller,113552.0,6071.0
257,260,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Fantasy|Sci-Fi,76759.0,11.0
258,261,Little Women (1994),Drama,110367.0,9587.0
259,262,"Little Princess, A (1995)",Children's|Drama,113670.0,19101.0
260,263,Ladybird Ladybird (1994),Drama,110296.0,49980.0
261,264,"Enfer, L' (1994)",Drama,109731.0,17961.0
262,265,Like Water for Chocolate (Como agua para chocolate) (1992),Drama|Romance,103994.0,18183.0
263,266,Legends of the Fall (1994),Drama|Romance|War|Western,110322.0,4476.0
264,267,Major Payne (1994),Comedy,110443.0,11008.0
265,268,Little Odessa (1994),Drama,110365.0,47504.0
266,269,My Crazy Life (Mi vida loca) (1993),Drama,107566.0,32325.0
267,270,Love Affair (1994),Drama|Romance,110391.0,43742.0
268,271,Losing Isaiah (1995),Drama,113691.0,28313.0
269,272,"Madness of King George, The (1994)",Drama,110428.0,11318.0
270,273,Mary Shelley's Frankenstein (1994),Drama|Horror,109836.0,3036.0
271,274,Man of the House (1995),Comedy,113755.0,40490.0
272,275,Mixed Nuts (1994),Comedy,110538.0,24070.0
273,276,Milk Money (1994),Comedy|Romance,110516.0,8986.0
274,277,Miracle on 34th Street (1994),Drama,110527.0,10510.0
275,278,Miami Rhapsody (1995),Comedy,113808.0,17402.0
276,279,My Family (1995),Drama,113896.0,38722.0
277,280,Murder in the First (1995),Drama|Thriller,113870.0,8438.0
278,281,Nobody's Fool (1994),Drama,110684.0,11593.0
279,282,Nell (1994),Drama,110638.0,1945.0
280,283,New Jersey Drive (1995),Crime|Drama,113967.0,39310.0
281,284,New York Cop (1996),Action|Crime,117169.0,109560.0
282,285,Beyond Bedlam (1993),Drama|Horror,106402.0,56428.0
283,286,Nemesis 2: Nebula (1995),Action|Sci-Fi|Thriller,113948.0,63105.0
284,287,Nina Takes a Lover (1994),Comedy|Romance,110671.0,131957.0
285,288,Natural Born Killers (1994),Action|Thriller,110632.0,241.0
286,289,Only You (1994),Comedy|Romance,110737.0,9058.0
287,290,Once Were Warriors (1994),Crime|Drama,110729.0,527.0
288,291,Poison Ivy II (1995),Thriller,,
289,292,Outbreak (1995),Action|Drama|Thriller,114069.0,6950.0
290,293,"Professional, The (a.k.a. Leon: The Professional) (1994)",Crime|Drama|Romance|Thriller,110413.0,101.0
291,294,"Perez Family, The (1995)",Comedy|Romance,114113.0,63020.0
292,295,"Pyromaniac's Love Story, A (1995)",Comedy|Romance,114210.0,2307.0
293,296,Pulp Fiction (1994),Crime|Drama,110912.0,680.0
294,297,Panther (1995),Drama,114084.0,41478.0
295,298,Pushing Hands (1992),Comedy,105652.0,25296.0
296,299,Priest (1994),Drama,110889.0,40156.0
297,300,Quiz Show (1994),Drama,110932.0,11450.0
298,301,Picture Bride (1995),Drama|Romance,114129.0,30304.0
299,302,Queen Margot (La Reine Margot) (1994),Drama|Romance,110963.0,10452.0
300,303,"Quick and the Dead, The (1995)",Action|Adventure|Western,114214.0,12106.0
301,304,Roommates (1995),Comedy|Drama,114296.0,161495.0
302,305,Ready to Wear (Pret-A-Porter) (1994),Comedy,110907.0,3586.0
303,306,Three Colors: Red (1994),Drama,111495.0,110.0
304,307,Three Colors: Blue (1993),Drama,108394.0,108.0
305,308,Three Colors: White (1994),Drama,111507.0,109.0
306,309,"Red Firecracker, Green Firecracker (1994)",Drama,110769.0,159185.0
307,310,Rent-a-Kid (1995),Comedy,114268.0,36357.0
308,311,Relative Fear (1994),Horror|Thriller,110965.0,92769.0
309,312,Stuart Saves His Family (1995),Comedy,114571.0,28033.0
310,313,"Swan Princess, The (1994)",Animation|Children's,111333.0,22586.0
311,314,"Secret of Roan Inish, The (1994)",Drama,111112.0,14334.0
312,315,"Specialist, The (1994)",Action,111255.0,2636.0
313,316,Stargate (1994),Action|Adventure|Sci-Fi,111282.0,2164.0
314,317,"Santa Clause, The (1994)",Children's|Comedy|Fantasy,111070.0,11395.0
315,318,"Shawshank Redemption, The (1994)",Drama,111161.0,278.0
316,319,Shallow Grave (1994),Thriller,111149.0,9905.0
317,320,Suture (1993),Film-Noir|Thriller,108260.0,87078.0
318,321,Strawberry and Chocolate (Fresa y chocolate) (1993),Drama,106966.0,12527.0
319,322,Swimming with Sharks (1995),Comedy|Drama,114594.0,20306.0
320,324,"Sum of Us, The (1994)",Comedy,111309.0,36614.0
321,325,National Lampoon's Senior Trip (1995),Comedy,113936.0,27993.0
322,326,To Live (Huozhe) (1994),Drama,110081.0,31439.0
323,327,Tank Girl (1995),Action|Comedy|Musical|Sci-Fi,114614.0,9067.0
324,328,Tales From the Crypt Presents: Demon Knight (1995),Horror,114608.0,9059.0
325,329,Star Trek: Generations (1994),Action|Adventure|Sci-Fi,111280.0,193.0
326,330,Tales from the Hood (1995),Comedy|Horror,114609.0,25066.0
327,331,Tom & Viv (1994),Drama,111454.0,46797.0
328,332,Village of the Damned (1995),Horror|Sci-Fi,114852.0,12122.0
329,333,Tommy Boy (1995),Comedy,114694.0,11381.0
330,334,Vanya on 42nd Street (1994),Drama,111590.0,32636.0
331,335,"Underneath, The (1995)",Mystery|Thriller,114788.0,36141.0
332,336,"Walking Dead, The (1995)",Drama|War,114888.0,95963.0
333,337,What's Eating Gilbert Grape (1993),Drama,108550.0,1587.0
334,338,Virtuosity (1995),Sci-Fi|Thriller,114857.0,9271.0
335,339,While You Were Sleeping (1995),Comedy|Romance,114924.0,2064.0
336,340,"War, The (1994)",Adventure|Drama,111667.0,19855.0
337,341,Double Happiness (1994),Drama,109655.0,60855.0
338,342,Muriel's Wedding (1994),Comedy|Romance,110598.0,236.0
339,343,"Baby-Sitters Club, The (1995)",Children's,112435.0,48287.0
340,344,Ace Ventura: Pet Detective (1994),Comedy,109040.0,3049.0
341,345,"Adventures of Priscilla, Queen of the Desert, The (1994)",Comedy|Drama,109045.0,2759.0
342,346,Backbeat (1993),Drama|Musical,106339.0,12635.0
343,347,Bitter Moon (1992),Drama,104779.0,10497.0
344,348,Bullets Over Broadway (1994),Comedy,109348.0,11382.0
345,349,Clear and Present Danger (1994),Action|Adventure|Thriller,109444.0,9331.0
346,350,"Client, The (1994)",Drama|Mystery|Thriller,109446.0,10731.0
347,351,"Corrina, Corrina (1994)",Comedy|Drama|Romance,109484.0,10464.0
348,352,Crooklyn (1994),Comedy,109504.0,34152.0
349,353,"Crow, The (1994)",Action|Romance|Thriller,109506.0,9495.0
350,354,Cobb (1994),Drama,109450.0,29973.0
351,355,"Flintstones, The (1994)",Children's|Comedy,109813.0,888.0
352,356,Forrest Gump (1994),Comedy|Romance|War,109830.0,13.0
353,357,Four Weddings and a Funeral (1994),Comedy|Romance,109831.0,712.0
354,358,Higher Learning (1995),Drama,113305.0,16295.0
355,359,I Like It Like That (1994),Comedy|Drama|Romance,110091.0,48992.0
356,360,I Love Trouble (1994),Action|Comedy,110093.0,10879.0
357,361,It Could Happen to You (1994),Drama|Romance,110167.0,10660.0
358,362,"Jungle Book, The (1994)",Adventure|Children's|Romance,110213.0,10714.0
359,363,"Wonderful, Horrible Life of Leni Riefenstahl, The (Die Macht der Bilder) (1993)",Documentary,107472.0,41647.0
360,364,"Lion King, The (1994)",Animation|Children's|Musical,110357.0,8587.0
361,365,Little Buddha (1993),Drama,107426.0,1689.0
362,366,Wes Craven's New Nightmare (1994),Horror,111686.0,11596.0
363,367,"Mask, The (1994)",Comedy|Crime|Fantasy,110475.0,854.0
364,368,Maverick (1994),Action|Comedy|Western,110478.0,9359.0
365,369,Mrs. Parker and the Vicious Circle (1994),Drama,110588.0,23333.0
366,370,Naked Gun 33 1/3: The Final Insult (1994),Comedy,110622.0,36593.0
367,371,"Paper, The (1994)",Comedy|Drama,110771.0,12280.0
368,372,Reality Bites (1994),Comedy|Drama,110950.0,2788.0
369,373,Red Rock West (1992),Thriller,105226.0,10427.0
370,374,Richie Rich (1994),Children's|Comedy,110989.0,11011.0
371,375,Safe Passage (1994),Drama,111054.0,49803.0
372,376,"River Wild, The (1994)",Action|Thriller,110997.0,8987.0
373,377,Speed (1994),Action|Romance|Thriller,111257.0,1637.0
374,378,Speechless (1994),Comedy|Romance,111256.0,15128.0
375,379,Timecop (1994),Action|Sci-Fi,111438.0,8831.0
376,380,True Lies (1994),Action|Adventure|Comedy|Romance,111503.0,36955.0
377,381,When a Man Loves a Woman (1994),Drama,111693.0,10449.0
378,382,Wolf (1994),Drama|Horror,111742.0,10395.0
379,383,Wyatt Earp (1994),Western,111756.0,12160.0
380,384,Bad Company (1995),Action,112443.0,40480.0
381,385,"Man of No Importance, A (1994)",Drama,110455.0,52038.0
382,386,S.F.W. (1994),Drama,111048.0,29444.0
383,387,"Low Down Dirty Shame, A (1994)",Action|Comedy,110399.0,26352.0
384,388,Boys Life (1995),Drama,112570.0,39953.0
385,389,"Colonel Chabert, Le (1994)",Drama|Romance|War,109454.0,41580.0
386,390,Faster Pussycat! Kill! Kill! (1965),Action|Comedy|Drama,59170.0,315.0
387,391,Jason's Lyric (1994),Crime|Drama,110186.0,22067.0
388,392,"Secret Adventures of Tom Thumb, The (1993)",Adventure|Children's,108069.0,18242.0
389,393,Street Fighter (1994),Action,111301.0,11667.0
390,394,Coldblooded (1995),Action,112702.0,32502.0
391,395,Desert Winds (1995),Drama,112849.0,267188.0
392,396,Fall Time (1995),Drama,113014.0,28732.0
393,397,"Fear, The (1995)",Horror,113043.0,75555.0
394,398,Frank and Ollie (1995),Documentary,113104.0,42981.0
395,399,Girl in the Cadillac (1995),Drama,113173.0,278939.0
396,400,Homage (1995),Drama,113319.0,291731.0
397,401,Mirage (1995),Action|Thriller,113827.0,226229.0
398,402,Open Season (1996),Comedy,114047.0,203119.0
399,403,Two Crimes (1995),Comedy|Crime|Drama,112889.0,172923.0
400,404,Brother Minister: The Assassination of Malcolm X (1994),Documentary,109339.0,316098.0
401,405,Highlander III: The Sorcerer (1994),Action|Sci-Fi,110027.0,8011.0
402,406,Federal Hill (1994),Drama,109785.0,171857.0
403,407,In the Mouth of Madness (1995),Horror|Thriller,113409.0,2654.0
404,408,8 Seconds (1994),Drama,109021.0,18069.0
405,409,Above the Rim (1994),Drama,109035.0,19092.0
406,410,Addams Family Values (1993),Comedy,106220.0,2758.0
407,411,You So Crazy (1994),Comedy,111804.0,38129.0
408,412,"Age of Innocence, The (1993)",Drama,106226.0,10436.0
409,413,Airheads (1994),Comedy,109068.0,13595.0
